TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
5658,2948,1,4,91129-A039,10,010-Blackwell Road,4m 33sec,Opium Den,Kindred Spirits (1994),null,Eng.
5659,4969,2,3,1112287MB-01,3,"An Ace Unable to Change - 1999-06-28: Glasgow, UK",6.449,Songs: Ohia,,,English
5660,6647,2,1,WoM417756,007,Living on  aFrontline (Faceless World),04:19,U.D.O.,Faceless World,1990,
5661,2949,1,5,2026312,17,How Slow,234266,Little Caesar & The Romans,The Best of the Romans So Far 1989-2000,,
5662,2950,1,2,MBox42258226-HH,B7,Frederick Charles Judd - Sibilation - White Noise (Pitch Octave Low),10,,Electronic Sounds And Music,,English
5663,4644,3,3,71308715MB-01,3,Michael Jackson (mix Two) - Cheer Mix 9,1.04,Jody den Broeder,,,
5664,2951,1,4,30757-A061,4,004-Go Away,2m 48sec,Go Betty Go,Worst Enemy (2004),null,Eng.
5665,3221,2,4,222422-A027,11,011-Jukebox in My Mind,3m 39sec,Alabama,The Music of Alabama (2009),null,Eng.
5666,5635,2,2,MBox15826215-HH,9,"E.S.T. - Запомни, Катюша...",242,,Проба пера,91,Russian
5667,6912,2,1,WoM2465309,014,Tillo en los cortes (Gancho perfecto),03:44,Ari,Gancho perfecto,1999,
5668,5303,2,3,20189611MB-01,2,Fountain of Love - 1234,5.158,Ron Wood,,,English
5669,2952,1,2,MBox26793528-HH,19,U2 - I Still Haven't Found What I'm Looking For,392,,"1992-06-04: Westfalenhalle, Dortmund, Germany",,English
5670,2953,1,5,2939495,20,The Power of Positive Drinkin',147174,Mickey Gilley,Ten Years of Hits,,English
5671,4158,2,2,MBox14216625-HH,1,Dieter Falk - Nun ruhen alle Wälder,229,,A Tribute to Paul Gerhardt,06,German
5672,2954,1,2,MBox16557835-HH,1,Stewart Walker - Star Machine (Si Begg remix),null,,Artificial Music for Artificial People EP,98,English
5673,8324,2,2,MBox16229610-HH,8,James Newton Howard - It Comes With a Pool,185,,Dinosaurr,00,English
5674,2268,2,4,60719-A05,13,013-Mopsing,2m 54sec,Lars Reichow,pianoTorte (unknown),null,Ger.
5675,9687,2,1,WoM31240427,005,Tuxedo Junction (All Time Greatest Hits: The Best of the War Years),03:32,Glenn Miller,All Time Greatest Hits: The Best of the War Years,2001,
5676,2955,1,4,119112-A017,8,008-Bazar,4m 16sec,ElbtonalPercussion,FourElements(2005),null,En.
5677,7764,3,3,33973513MB-01,10,Go Crazy - Freak city,3.627,Starch,,,english
5678,8121,3,3,24718910MB-01,10,A Lost Boy - The 13th Warrior,1.167,Jerry Goldsmith,,,English
5679,7866,2,1,WoM24581647,009,accidnets Dotn't Happen (Fandam Plus),04:50,El‐P,Fandam Plus,,
5680,2956,1,5,8691910,7,It May Be the Last Time,290600,James Brown,Live at the Garden,2009,English
5681,2957,1,2,MBox37159922-HH,B2,Oren Ambarchi - Raga Ooty (Slight Return),null,,Raga Ooty / The Nilgiri Plateau,12,English
5682,8185,2,5,2476869,2,Brik,,SPLITSVILLE,Incorporated,,English
5683,6492,2,2,MBox6443815-HH,9,Reeltime Traveers - Eyes Like Cherries,197,,Reeltime Oldtime String Band Music,,null
5684,4858,2,5,10846531,2,Symphony No. 6: I. Andante,220000,Howard Hanson,"Music of Howard Hanson, Volume 1 (Seattle Symphony feat. conductor Gerard Schwarz)",1998,English
5685,539,2,3,5408364MB-01,10,Distant Lover - 35 jaar OOR,4.302,Marvin Gaye,,'06,English
5686,2958,1,5,16230657,2,Reclaim,463000,Ozgur Can,The Reclaim EP,2004,English
5687,2959,1,2,MBox14671132-HH,2,Jon B. - Don't Talk (Shelter Late Night vocal),563,,Don't Talk,01,English
5688,2960,1,3,16339022MB-01,6,"Dragonball saga - Fivelandia, Volume 21",2.269,Cristina D'Avena,,,Italian
5689,2961,1,5,11070246,English,The Thing I Like,205000,Aaliya h,Age Ain't Nothing but a Number,1996,13
5690,1146,3,5,4002462,2,U 14,264466,Natty Bass Live,Sound That Hammers,,French
5691,2962,1,5,6548138,5,Léna,324933,Mona Lisa,Avant qu'il ne soit trop tard,,unk.
5692,4272,3,5,12240942,2,Les Albatros Albatros,189173,Léo Ferré,L'Essentiel,2011,French
5693,9230,2,4,-A,,-Luoksenne,m sec,Motelli Skronkle,Susien laki (),null,Fin.
5694,2963,1,4,73860-A011,4,004-Fuego en el alma,4m 35sec,Santa,Templario (1986),null,Spa.
5695,3311,2,4,84511-A08,3,003-Time Comes Into Time,5m 53sec,Soul Surfer,"Goa Beach, Vol. V (2006)",null,Eng.
5696,2964,1,2,MBox7 693712-HH,6,"Ted Gärdestad - Love, You're Makin' All The Fools",205,,Sol Vind och Vatten,,null
5697,2965,1,5,10034866,5,Good Intentions,184000,Finger Eleven,Life Turns Electric,2010,English
5698,6351,2,3,55628610MB-01,1,Männer (radio mix),3.344,Zigaretten feat. Rosa,Männer,,German
5699,7511,2,2,MBox815838-HH,4,Les Vieilles Salopes - La Minute,161,,"Aime-moi tendre, aime-moi vrai",4,French
5700,733,2,5,1950964,5,Springhead Motorshark,171133,Britny Fox,Springhead Motorshark,2003,English
5701,2966,1,2,MBox5369731-HH,9,Etna - Trzymam się,303,,Na Syjon,00,Polish
5702,8852,2,5,15778255,8,Месяц,218000,Ляпис Трубецкой,Грай,,
5703,1374,4,5,9235132,5,All Of My Triumphs Are Written In Your Hand,159493,Last Harbour,Volo,2010,English
5704,2967,1,2,MBox236912-HH,1,David Isay - Introduction,122,,"HoldingOn:Dreamers,Visionaries,EccentricsAndOtherAmericanHeroes",,English
5705,2968,1,1,WoM24553816,006,Give a Little Time (Cool It Baby),03:09,Treniers,Cool It Baby,1988,
5706,28,2,1,WoM6446315,006,Wheels of Fire (Saints & Sinners),03:50,Saints & Sinners,Saints & Sinners,,
5707,2969,1,5,5347105,4,Hasdi De Dand Ginda,305000,Gurdas Maan,"Solid Gold, Volume 2",,Panjabi
5708,4859,4,3,,null,They Will Hate You (From Border to Line mix) - A Night With Michael,,Nin Kuji,,'02,English
5709,3081,2,4,206279-A046,6,006-Kundel buryy,unknown,Arka Satana,Holoka (unknown),null,Pol.
5710,2970,1,1,WoM14085121,002,"Act II - A squandered love, an empty life (The Tyrant's Parable)",04:31,Tettix,The Tyrant's Parable,2008,
5711,8853,4,3,52418315MB-01,5,Salt-Water Ballads: I. Port of Many Ships - Silent Noon,2.268,Frederick Keel,,'04,English
5712,2971,1,4,null,7,007-The Lottery Song,2m 25sec,Nilsson,Son of Schmilsson (2007),null,Eng.
5713,2972,1,4,61096-A019,3,003-Broken Promises,5m 2sec,,One of Many Nights (1991),null,Eng.
5714,7240,2,1,WoM14054743,001,痴情歲月 (只因愛你),04:55,陳百強,只因愛你你,1991,
5715,3566,2,1,WoM2774141,003,Camilla Rhodes (The Silent Circus),04:49,Between the Buried and Me,The Silent Circus,2003,
5716,836,4,4,154318-A053,8,008-Spaced Out,unknown,Mason Casey,Reefer Smokin' Man (2000),null,Eng.
5717,2973,1,1,WoM20876517,018,"Rock: Bottomed Out (Music for Film & Television, Volume 4 (disc B))",00:00,Robert Etoll,"Music for Film & Television, Volume 4 (disc B)",,
5718,2974,1,2,MBox26952118-HH,1,Gorilla Aktiv - Mädchen in Weiss,null,,Umsonst Ohne Risiko,05,null
5719,2975,1,5,11851361,17,African Descendent,254000,I-Roy,High Explosion: DJ Sounds From 1970-1976,2003,English
5720,2976,1,3,5653910MB-01,15,Karateka Nebelferien - Montagna Futura,2.6,WOMBA,,'12,English
5721,2977,1,1,WoM2135450,014,Born to Sing the Blues,02:52,Shirley Bassey,Born to Sign,1994,
5722,8593,2,1,WoM32535615,00A,When I Think of You,03:56,Janet Jackson,When I Think of You,1986,
5723,2978,1,3,22692515MB-01,9,"Acting - 2005-04-02: The Spanish Moon, Baton Rouge, LA, USA",4.417,Macrosick,,,English
5724,2606,2,2,MBox2833808-HH,3,Waldemar Kasta - Dzieci,203,,Prawda Naga cd. 2,,Polish
5725,2979,1,2,MBox3174850-HH,4,"Johann Sebastian Bach - ""Brandenburg"" Concerto No. 3 in G major, BWV 1048: I. (Allegro)",409,,ABaroqueFestival(16001750),94,English
5726,7799,2,5,5697635,5,Fuzz Wizard,198000,Mad3,Beikoku Ongaku 12,,English
5727,2980,1,3,32971912MB-01,8,Wat had je dan (feat. Moorder E) - El Patron,,Aiky,,'09,Dutch
5728,2981,1,5,8407355,3,Dreema,133000,Et At It,I Count,2004,English
5729,7876,2,1,WoM15264347,017,BINN No. 812 (SOPA DELICIOSA),04:16,Mr. Leary,DELICIOSA,2007,
5730,2982,1,1,WoM3261480,009,I've Missed You (Water & Guns),03:19,Aaron Sprinkle,Water & Guns,2013,
5731,9009,2,5,2897139,9,Low Road,28o080,The Coctails,The Coctails,1996,English
5732,2983,1,2,MBox1184150-HH,10,DJ Riko - I Want You Dead (Jackson 5 vs. RJD2),97,,Latter Day Taints,04,XEnglish
5733,9626,3,2,,1,Χρήστος Δάντης - Πρόλογος,null,,Φωνή βοώντος,96,Greek
5734,481,3,4,133866-A012, 15,015-Recyclde Adventures,2m 37sec,White Pagoda,Chair Evolution (Not Design) (2010),null,Eng.
5735,2984,1,2,MBox1913727-HH,6,Carlos_Gardel_-_Por_una_cabeza,153,,20 grandes éxitos,,Spanish
5736,2190,3,4,154844-A054,26,026-Les petits soldats de Guillaume,3m 31sec,Emile Soueiran,Chanson interlopes (unknown),null,Fre.
5737,2985,1,4,145388-A062,11,011-No Woman No Cry,3m 56sec,Sierra Leone's Refugee All Stars,Putumayo Presents: Tribute to a Reggae Legend (2010),null,Eng.
5738,6060,3,2,MBox2756934-HH,7,Kenny Rogers - So in Love With You,254,,Share Your Love,81,English
5739,2986,1,5,14307670,7,Pasadena,197933,JohnPaulYoung,Greatest Hits,,English
5740,2671,3,4,169045-A040,4,004-My Fair King,4m  9sec,Queen,Queen (unknown),null,Eng.
5741,3868,2,3,46489510MB-01,4,Fermina Fair - Lagoon Blues,2.583,Bathers,,'93,English
5742,2987,1,4,152282-A054,3,004-/,6m 2sec,,Initial J (2005),null,Jap.
5743,5699,3,2,MBox38332623-HH,20,Hal Goldstein - Start Over Again (60 second version),60,,"Piano Solos, Volume 4",, English
5744,2988,1,2,MBox40418120-HH,7,Omara Portuondo e Maria Bethânia - Talvez,null,,Omara Portuondo e Maria Bethânia,08,[Multiple languages]
5745,2989,1,4,232537-A062,4,004-Mare Serenitatis,8m 49sec,Brainwork,Cosmic Places (2014),null,No .
5746,7642,2,3,6085366MB-01,9,Steamy Travelling Mood Epic Battle - Persona 4 The Golden Original Soundtrack,0.492,喜多條敦志,,'12,English
5747,1215,3,4,188038-A065,6,006-Gitme Durnam,4m 10sec,Arif Sag,Gurbeti Ben mi Yarattm (1998),null,Tur.
5748,9516,2,5,9918945,6,Patrick,178999,Kirsty MacColl,The Stiff Years,2005,English
5749,2990,1,5,5633199,7,Up the Beach,154333,Jane’s Addiction,Idiots Rule,,English
5750,2991,1,2,MBox2976110-HH,11,Johnny Hates Jazz - Heart of Gold (J. Mendelsohn mix),401,,Turn Back the Clock,89,English
5751,7904,3,4,111120-A065,6,006-Calle Eclipse,1m 31sec,Leo Sujatovich,La Antena (unknown),null,Spa.
5752,2992,1,3,49257820MB-01,1,Can't Remmember - Clips from the Album,3.57,Thorns,,,English
5753,4578,3,3,29128022MB-01,13,About a Dream - Mississippi Studios Live: Volume One,3.583,Steve Forbert,,'04,'04
5754,2993,1,2,MBox24169835-HH,2,Μαρία Βουμβάκη - Όνειρα ζωής,232,,Πρόβες αποχαιρετισμού,99,Greek
5755,2994,1,1,WoM733482,013,"Schluss, aus, okay! (Niedecken Köln)",06:33,Wolfgang Niedecken und die WDR Big Band Köln,Niedecken Köln,2004,
5756,417,2,5,3998387,9,Wake Up,208613,Hooverphonic,No More Sweet Music,2005,English
5757,9576,3,2,MBox1051298-HH,3,The Witching Hour - Fear (The Uninvited),227,,Angels in Shadowed Blue,01,English
5758,2995,1,1,WoM11799831,007,Fiesta (Love Child of the Century),04:38,Clazziquai Project,Love Child of the Century,2007,
5759,2996,1,1,WoM11233533,011,I Want to Know What Love Is (Live in '05),06:49,Foreigner,Live in '05,,
5760,2997,1,1,WoM32257345,007,All I Dreamed (Realite),04:10,Realite,Realite,1996,
5761,3964,2,5,16618508,15,Phantom ~ UNKNOWN,292000,岩垂徳行,Ace Attorney 5 Original Soundtrack,,English
5762,6261,2,2,MBox25779710-HH,289,Sarah Fogg - Can Can Ska,59,,Promos 5: Kidz Stuff,,English
5763,2998,1,4,26451-A049,4,004-Break It Down With You,6m 24sec,Barry White,,null,Eng.
5764,8519,2,2,MBox6242731-HH,9,Molly Hatchet - Respect Me in the Morning,202,,The Essential Molly Hatchet,03,Englis
5765,2999,1,2,MBox22530121-HH,72,"Sound Ideas - Car, Ford Escort Int Start, Idle, Reverse Fast, Stop, Idle, Shut Off",58,,Sound Ideas: CD 6005,,English
5766,3000,1,4,5725-A023,2,002-Vengeance Is Mine,4m 51sec,Iced Earth,Alive in Athens (2008),null,Eng.
5767,8052,2,1,WoM2519539,0B1,Behind the Wheel (Music for the Masses),05:17,Depeche Mode,Music for the MMasses,1987,
5768,3001,1,4,76396-A03,4,004-Deathwish,3m 30sec,The Ploice,"1981-01-15: Los Angeles Sports Arena, Los Angeles, CA, USA (unknown)",null,Eng.
5769,3002,1,2,MBox22555135-HH,4,The New Seekers - The Singer,210,,Anthem - One Day in Every Week,78,English
5770,1946,4,3,63810621MB-01,6,Spam - Die Laughing,4.583,Sudden Death,,'05,English
5771,3003,1,4,168438-A028,6,006-Spin the Black Circle,3m 3sec,Pearl Jam,"2003-02-11: Sydney Entertainment Centre, Sydney, Australia (unknown)",null,Eng.
5772,305,2,5,10399619,57,Round the Bend 8 (sting),4000,Christian Marsac,"Indie, Positive Pop/Rock",2008,English
5773,8717,2,2,MBox13188711-HH,0,Atom Rhumba - Tagliarina,280,,Chasin' the Onagro,01,English
5774,3004,1,1,WoM24120744,004,Never Gonna Stop (Live at Hope Bros.),00:00,Deva Mahal,Live at Hope Bros.,1996,
5775,3005,1,2,MBox34224325-HH,1,The Weekend Pilots - Panty Survey,161,,Panty Survey,11,English
5776,3006,1,4,61834-A022,17,107-Haleluja,5m 10sec,Jaromir Nohavica,Prazska palena (2006),null,Cze.
5777,401,3,1,WoM1162476,001,Watt Bird (Watt Bird / Break of Light),00:00,Moonbootica,Watt Bird / Break of Light,2006,
5778,8554,2,5,1668105,2,It's Alright (Don-E Radio Edit),234626,Deni Hines,It's Alright,,Engli sh
5779,3007,1,5,3492236,17,Why Do You Lie?,131546,The Wretched Ones,Less Is More,2003,English
5780,3008,1,1,WoM15891,011,Ode to the WWest Wind (Immersion),05:12,MephistoM Walz,Immersion,1998,
5781,3009,1,1,WoM25446133,,Sgs (Monobright Two),00:40,Monobright,Monobright Two,,
5782,9658,2,2,MBox34672617-HH,13,Bad Brains - Right Brigade,146,,Attitude: The ROIR Sessions,89,English
5783,3010,1,2,MBox24088722-HH,8,Bill McGuffie - Romeo and Juliet,162,,Gentle Sounds of Bill McGuffie Plus Six,05,English
5784,8590,3,3,16856312MB-01,10,Barodarho (live at Metro) - Sturmer,2.645,Barodarho,,'03,[Multiplelanguages]
5785,3011,1,4,22025-A057,11,011-Stupid Cupid,2m 15sec,Connie Francis,"25 Great Original Oldies, Vol. II (unknown)",null,Eng.
5786,9933,3,5,3824519,3,A Greater Path Path,205693,Asteius,A Momento f Singularity,,English
5787,3012,1,2,MBox9419320-HH,4,"Wolfgang Amadeus Mozart - Symphony No. 35 in D major, K. 385 ""Haffner"": IV. Finale. Presto",221,,Mozart - Syphonies 35 - 36 - 41,,French
5788,5603,2,4,102302-A029,6,006-Ecclesie militantis,5m 11sec,Guillaume Dufay,Integrale des Motets isorythmiques (Huelgas-Ensemble feat. conductor: Paul Van Nevel) (2007),null,Fre.
5789,3013,1,3,6997222MB-01,9,Lay With Me - Fuion of Two Worlds,,Sheila Maracle (M'Girl),,,English
5790,3014,1,5,16313925,1,The Black Pearl,224000,Arabia,The Blaack Pearl,The Blaack Pearl,English
5791,3015,1,1,WoM22262118,010,"Music Is My Hot, Hot Sex (Cansei de Ser Sexy)",00:00,CSS,Cansei de Ser Sexy,2006,
5792,7790,2,4,18528-A014,12,012-RackG 'em Back,3m 33sec,Eddie Boyd,Eddie Boyd & His Blues Band (2004),null,Eng.
5793,3556,2,2,MBox40178319-HH,10,小椋佳 - 私は送り風,179,,小椋佳大全集,07,Japanese
5794,3016,1,2,MBox9364131-HH,9,George Rrurrambu - Ronu Wanga (My Island Home),null,,Nerbu Message,,null
5795,3017,1,3,63895820MB-01,1,James - Five Smart Flops,2.95,Frantic Flowers,,'95,[Multiple languages]
5796,1766,4,3,6442515MB-01,6,"Ten Piano Pieces, op. 58 no. 6: Dialogue - Piano Music, Volume 3: Ten Piano Pieces, op. 58 / Three Sonatinas, op. 67",2.397,Jean Sielius,,'01,English
5797,3018,1,1,WoM18543218,035,One and Only (a) :30 (Pop and Urban),00:30,Rob Bagshaw & Nigel Thompson,Pop and Urban,,
5798,5448,5,3,1648814MB-01,2,Chile - Re-Loaded,4.083,Neil Biggin,,'96,English
5799,4171,3,2,MBox 15766821-HH,4,Peter Gun - The Rhythm,270,,UnZfold #1,8,English
5800,3019,1,2,MBox18967826-HH,3,Soulsearcher - Can't Get Enough (a cappella),null,,Can't Get Enough,98,English
5801,3020,1,3,1258740MB-01,5,El Pirguer o - Numero Tres,3.89,Ocho,,'74,Spanish
5802,3021,1,1,WoM7455614,002,We've Been Talked Down (With a Cape and a Cane),02:53,Joggers,WithaCapeandaCane,2005,
5803,3414,2,1,WoM17835734,005,Xenophobie (Endzeit EP),04:14,MuWndtot,Endzeit BEP,2010,
5804,3393,2,2,MBox3527178-HH,6,Lynyrd Skynyrd - You Got That Right,228,,Southern Surroundings: The Ultimate Skynyrd Collection,12,EXnglish
5805,3022,1,1,WoM15877115,009,Taluma (Statisticz),03:20,Intrax//Venom Entertainment,Statisticz,2009,
5806,8464,3,1,WoM27005344,008,YU-NAGI (Summer 4 Rhythm),06:23,角松敏生,Summer 4 Rhythm,2003,
5807,3023,1,5,10316490,1,The Entertainer,146706,The Ekaterinburg Trio,The Kat Trio In America,2000,English
5808,7807,4,2,MBox20619527-HH,16,"Henry Purcell - Adam's Sleep : ""Sleep, Adam, Sleep"", Z 195",113,,"Harmonia Sacra & Complete Organ Music (feat. soprano: Jill Feldman, organ: Davitt Moroney)",93,English
5809,3024,1,4,217193-A04,A2,0A2-Nothing Left,3m 8sec,The Freeze,Rabid Reaction (2007),null,Eng.
5810,6863,2,5,3224003,4,Hey Chupacabra!,,Eddiemuerte,Lo-Fi in Los Feliz,,
5811,3025,1,5,1394969,9,We've Got the Moon and Sixpence,136000,Al Bowlly with Ray Noble and His Orchestra,The Dance Band Years (disc 1),,English
5812,3026,1,1,WoM20393114,006,Hello Hello (Unreleased Song From Gene Simmons Demos) (Out of Asylum - 1985 Asylum Demos & Rehersals),03:21,KISS,Out of Asylum - 1985 Asylum Demos & Rehersals,2005,
5813,7551,4,3,45431214MB-01,2,Early Daze - Classic Rock & Pop,2.55,Christian Marsac,,'09,English
5814,3027,1,2,MBox43895520-HH,7,Al Cohn Quintet featuring Bob Brookmeyer - S.H.I.N.E.,null,,The Al Cohn Quintet (feat. Bob Brookmeyer),,English
5815,3028,1,2,MBox8445224-HH,16,[unknon] - Speedy Gonzales,61,,Kinderlieder,,null
5816,3029,1,2,MBox27920618-HH,9,Chöre der Landesschule Pforta - Vater uns (Heinrich Schütz),103,,"Aller Augen warten auf dich, Herre",,German
5817,6411,3,4,61769-A05,11,011-Aesthetics,3m 57sec,Aphilas,Prisoners of the (2006) Planet,null,PEng.
5818,3030,1,3,4962362MB-01,12,上海だより - 精選盤 昭和の流行歌,3.317,上敏原,,'93,Japanese
5819,3031,1,4,202841-A037,9,009-I'm Gonna Play with Your Guts,4m 29sec,Fall of Mankind,Frolic Among Remnants (2012),null,unknown
5820,3032,1,4,141008-A056,15,015-Love Song,3m 1sec,Sniffing Glue,We Are Sniffing Glue...Fuck You! (2007),null,Eng.
5821,3033,1,5,10511627,3, Your God,32000,Nails,Unsilent Death,2010,English
5822,5099,2,3,n.a.,11,I've Never Been to Me - Hits of the 80s: The Ultimate Collection,4.007,Charlene,,'06,English
5823,3034,1,2,MBox3181894-HH,12,Antonio Vivaldi - Concierto para violin y oboe / III. Allegro,139,,Tutto ,04,Spansih
5824,3035,1,5,1391510,9,Yellow Rose Waltz,180493,Mark O’Connor,Soppin' the Gravy,1981,English
5825,3782,2,4,226691-A015,9,009-Stay Away,3m 27sec,Nirvana,Nevermind (2011),null,Eng.
5826,4186,2,1,WoM15404244,022,"Flirtfehler (incl. Löffeltanz) (Singles, Paare, Paradiese)",03:08,David Leukert,"Singles, Paare, Paradiese",2004,
5827,3036,1,3,3261549MB-01,5,Not the North - Spectral Soprano,4.05,Lol,,'02,nglish
5828,8298,4,4,131307-A024,51,051-Shutdown Hit (full mix),0m 3sec,Robert Wear,"Hits, Vol. I (unknown)",null,Eng.
5829,3037,1,5,1916701,1,Interlude,20200,[unknown],Mangamania!: The Ultimate Trauma,1995,English
5830,2700,4,5,3839678,13,Hip Steps (live version),316933,Mendoza Dance Parti,Speedy Chicken,,English
5831,9775,4,1,WoM13022847,001,Prólogo (Quarteto 1111),00:00,Quarteto 1111,Quarteto 1111,1970,
5832,9629,4,2,MBox28696030-HH,3,Alva Noto - Module 3,609,,Transform,08,English
5833,3038,1,5,7654476,1,Roslyn Castle,179000,Steve Baughman,The Angels' Portion,,English
5834,6900,5,2,MBox40502321-HH,1,Easy Star All-Stars feat. Junior Jazz - Sgt. Pepper's Lonely Hearts Club Band,142,,Easy Star's Lonely Hearts Dub Band,09,English
5835,5499,3,2,MBox30806015-HH,5,Mashup-Germany - Outta Space like a G6 (Dirty Bit),280,,"Mashup-Germany, Volume 5: Mash Mob",11,[Multip le languages]
5836,3039,1,4,53356-A018,2,002-Karma,2m 52sec,The Waterboys,Glastonbury Song (1993),null,Eng.
5837,2821,2,2,MBox28715027-HH,14,Dan Bălan - Chica Bomb,211,,NRJ Summer Hits Only 2010,10,[Multiple languages]
5838,3040,1,1,WoM25253030,005,Παιδί θλιμμένο (Πικρό φιλί),02:42,Γεράσιμος Ανδρεάτος,Πικρό φιλί,1995,
5839,2684,4,3,14082416MB-01,9,unknown,7.559,Octx,,'02,
5840,3041,1,1,WoM2757121,15,I Want to Be Where You Are (God Will Make a Way),03:21,Don Moen,God Will Make a Way,,
5841,2571,2,1,WoM18253245,,Strangulated Pride (The Antichrist),03:27,Destruction,The Antichrist,2001,
5842,7351,3,1,WoM28523231,016,Tommy Can You Hear Me? (Tommy (London Symphony Orchestra & Cahmber Choir)),01:50,Maggie Bell,Tommy (London Symphony Orchestra & Chamber Choir),1972,
5843,3042,1,5,10308791,45,Leisure 1,56893,Teach Yourself,Teach Yourself Compplete German,,English
5844,3043,1,5,7695313,20,Gloomy Sunday,193000,Billie Holiday,An Introduction to Billie Holiday: Her Best Recordings 1935-1942,1993,English
5845,3044,1,2,MBox12442035-HH,6,Marc A. Pullen - Rotten,141,,Doom TC Music,00,English
5846,1242,2,5,12338196,3,Mr. Scrapper's Blues,171000,Scrapper Blackwell,"Complete Recorded Works in Chronological Order, Volume 1: 1928–1932",1992,English
5847,3045,1,3,72042912MB-01,7,Kort visitt - Bauta: En hyllest til Bjørn Eidsvåg,4.5,Ingrid Olava,,'14,Norwegian
5848,915,3,1,WoM9866047,002,Si Me Vas A Dejar (Como Te Extraño),02:56,Pete Astudillo,Como Te Extraño,1995,
5849,3046,1,5,8131947,21,I Am the Boss,162000,Episode Six,"Love, Hate, Revenge",2005,English
